player in MLB,G_MLB,PA_MLB,AB_MLB,R_MLB,H_MLB,2B_MLB,3B_MLB,HR_MLB,RBI_MLB,SB_MLB,CS_MLB,BB_MLB,SO_MLB,BA_MLB,OBP_MLB,SLG_MLB,OPS_MLB,TB_MLB,GDP_MLB,HBP_MLB,SH_MLB,SF_MLB,IBB_MLB,HitperABMLB,TwoBaseHitABMLB,ThreeBaseHitABMLB,HRperABMLB,StolenBasePercentageMLB,BaseOnBallPercentageMLB,StrikeoutPercentageMLB,player in NPB,G_NPB,PA_NPB,AB_NPB,R_NPB,H_NPB,2B_NPB,3B_NPB,HR_NPB,RBI_NPB,SB_NPB,CS_NPB,BB_NPB,SO_NPB,BA_NPB,OBP_NPB,SLG_NPB,OPS_NPB,TB_NPB,GDP_NPB,HBP_NPB,SH_NPB,SF_NPB,IBB_NPB,HitperABNPB,TwoBaseHitABNPB,ThreeBaseHitABNPB,HRperABNPB,StolenBasePercentageNPB,BaseOnBallPercentageNPB,StrikeoutPercentageNPB
Edgardo Alfonzo,1506,6108,5385,777,1532,282,18,146,744,53,17,596,617,0.284,0.35700000000000004,0.425,0.782,2288,110,41,31,55,22.0,0.28449396471680594,0.05236768802228412,0.003342618384401114,0.02711234911792015,0.013940031562335612,0.11067780872794801,0.11457753017641598,Edgardo Alfonzo,53,124,111,10,28,3,0,5,16,0,0,12,16,0.252,0.32299999999999995,0.414,0.737,46,2,0,0,1,0.0,0.25225225225225223,0.02702702702702703,0.0,0.04504504504504504,0.0,0.10810810810810811,0.14414414414414414
Matt Murton,346,1058,952,134,272,46,5,29,112,10,3,93,149,0.28600000000000003,0.35200000000000004,0.436,0.7879999999999999,415,27,6,3,4,5.0,0.2857142857142857,0.04831932773109244,0.005252100840336135,0.03046218487394958,0.0026301946344029457,0.0976890756302521,0.1565126050420168,Matt Murton,832,3534,3287,369,1020,173,7,77,417,27,21,208,424,0.31,0.35200000000000004,0.43700000000000006,0.79,1438,106,16,1,22,8.0,0.31031335564344387,0.05263157894736842,0.0021296014602981443,0.023425616063279586,0.011607910576096303,0.06327958624885914,0.12899300273805903
Jeff Fiorentino,58,173,148,23,40,5,0,1,21,4,0,17,29,0.27,0.341,0.324,0.6659999999999999,48,2,1,3,4,0.0,0.2702702702702703,0.033783783783783786,0.0,0.006756756756756757,0.0010520778537611783,0.11486486486486487,0.19594594594594594,Jeff Fiorentino,97,292,250,22,66,10,0,6,31,2,1,36,58,0.264,0.36200000000000004,0.376,0.738,94,6,3,2,1,1.0,0.264,0.04,0.0,0.024,0.0008598452278589854,0.144,0.232
Justin Huber,72,175,161,14,36,7,0,2,15,1,0,9,45,0.22399999999999998,0.276,0.304,0.58,49,2,3,1,1,0.0,0.2236024844720497,0.043478260869565216,0.0,0.012422360248447204,0.0002630194634402946,0.055900621118012424,0.2795031055900621,Justin Huber,80,209,177,20,39,7,0,7,17,0,0,25,42,0.22,0.34,0.379,0.718,67,6,7,0,0,0.0,0.22033898305084745,0.03954802259887006,0.0,0.03954802259887006,0.0,0.14124293785310735,0.23728813559322035
Edgar Gonzalez,193,522,478,54,122,23,2,11,51,2,5,36,112,0.255,0.312,0.381,0.693,182,16,5,0,3,1.0,0.25523012552301255,0.04811715481171548,0.0041841004184100415,0.02301255230125523,0.0005260389268805891,0.07531380753138076,0.23430962343096234,Edgar Gonzalez,157,517,463,39,117,30,1,16,63,2,4,47,113,0.253,0.32299999999999995,0.425,0.748,197,13,2,3,2,3.0,0.2526997840172786,0.06479481641468683,0.0021598272138228943,0.03455723542116631,0.0008598452278589854,0.10151187904967603,0.24406047516198703
Joel Guzman,24,62,56,7,13,1,2,0,7,0,0,5,12,0.23199999999999998,0.306,0.321,0.628,18,4,1,0,0,0.0,0.23214285714285715,0.017857142857142856,0.03571428571428571,0.0,0.0,0.08928571428571429,0.21428571428571427,Joel Guzman,98,333,312,26,64,11,0,9,25,0,0,15,100,0.205,0.249,0.327,0.5760000000000001,102,7,4,0,2,0.0,0.20512820512820512,0.035256410256410256,0.0,0.028846153846153848,0.0,0.04807692307692308,0.32051282051282054
Brian Barden,119,193,175,21,37,4,0,4,14,0,2,11,44,0.21100000000000002,0.268,0.303,0.5710000000000001,53,5,3,3,1,0.0,0.21142857142857144,0.022857142857142857,0.0,0.022857142857142857,0.0,0.06285714285714286,0.25142857142857145,Brian Barden,95,346,304,24,79,14,0,4,26,0,1,34,70,0.26,0.344,0.345,0.6890000000000001,105,3,6,0,2,0.0,0.2598684210526316,0.046052631578947366,0.0,0.013157894736842105,0.0,0.1118421052631579,0.23026315789473684
Chad Tracy,938,2988,2706,317,741,172,9,86,358,11,7,233,473,0.27399999999999997,0.33299999999999996,0.439,0.772,1189,53,19,3,27,28.0,0.2738359201773836,0.06356245380635625,0.0033259423503325942,0.031781226903178125,0.0028932140978432403,0.0861049519586105,0.17479674796747968,Chad Tracy,40,164,149,10,35,12,0,1,19,0,0,11,34,0.235,0.293,0.336,0.628,50,7,2,0,2,0.0,0.2348993288590604,0.08053691275167785,0.0,0.006711409395973154,0.0,0.0738255033557047,0.22818791946308725
Josh Fields,217,796,713,95,167,25,3,34,107,3,4,69,235,0.23399999999999999,0.303,0.42100000000000004,0.7240000000000001,300,17,3,8,3,0.0,0.23422159887798036,0.03506311360448808,0.004207573632538569,0.047685834502103785,0.0007890583903208837,0.0967741935483871,0.32959326788218796,Josh Fields,55,166,153,15,31,5,1,6,19,1,1,9,43,0.203,0.259,0.366,0.625,56,2,3,0,1,0.0,0.20261437908496732,0.032679738562091505,0.006535947712418301,0.0392156862745098,0.0004299226139294927,0.058823529411764705,0.28104575163398693
Rusty Ryal,134,290,266,30,70,13,3,6,20,0,3,14,88,0.263,0.318,0.402,0.721,107,3,8,1,1,1.0,0.2631578947368421,0.04887218045112782,0.011278195488721804,0.022556390977443608,0.0,0.05263157894736842,0.3308270676691729,Rusty Ryal,67,201,190,17,43,10,2,3,21,2,1,5,57,0.226,0.26899999999999996,0.34700000000000003,0.616,66,3,6,0,0,0.0,0.22631578947368422,0.05263157894736842,0.010526315789473684,0.015789473684210527,0.0008598452278589854,0.02631578947368421,0.3
Brad Eldred,90,299,276,31,56,12,1,15,34,1,1,17,109,0.203,0.258,0.41700000000000004,0.674,115,6,4,0,2,1.0,0.2028985507246377,0.043478260869565216,0.0036231884057971015,0.05434782608695652,0.0002630194634402946,0.06159420289855073,0.39492753623188404,Brad Eldred,577,2169,1918,239,496,79,0,133,370,7,2,204,616,0.259,0.337,0.508,0.8440000000000001,974,39,30,0,17,5.0,0.2586027111574557,0.04118873826903024,0.0,0.06934306569343066,0.0030094582975064487,0.10636079249217935,0.32116788321167883
Lastings Milledge,433,1659,1500,166,404,73,8,33,167,40,20,104,287,0.26899999999999996,0.32799999999999996,0.395,0.723,592,40,33,11,11,10.0,0.2693333333333333,0.048666666666666664,0.005333333333333333,0.022,0.010520778537611783,0.06933333333333333,0.19133333333333333,Lastings Milledge,255,1097,965,135,262,48,2,39,129,16,12,110,155,0.272,0.348,0.447,0.795,431,28,8,6,8,7.0,0.27150259067357513,0.049740932642487044,0.002072538860103627,0.04041450777202073,0.006878761822871883,0.11398963730569948,0.16062176165803108
Randy Ruiz,68,238,217,41,59,11,0,12,25,2,1,16,67,0.272,0.332,0.488,0.82,106,7,4,0,1,1.0,0.271889400921659,0.05069124423963134,0.0,0.055299539170506916,0.0005260389268805891,0.07373271889400922,0.3087557603686636,Randy Ruiz,151,512,472,51,113,23,0,20,60,0,0,36,178,0.239,0.297,0.415,0.7120000000000001,196,13,3,0,1,1.0,0.23940677966101695,0.048728813559322036,0.0,0.0423728813559322,0.0,0.07627118644067797,0.3771186440677966
John Bowker,240,622,574,54,133,25,5,17,73,2,3,39,136,0.23199999999999998,0.28300000000000003,0.382,0.664,219,11,4,0,5,4.0,0.23170731707317074,0.04355400696864112,0.008710801393728223,0.029616724738675958,0.0005260389268805891,0.06794425087108014,0.23693379790940766,John Bowker,239,729,669,57,160,39,5,24,78,5,0,46,188,0.239,0.294,0.42,0.7140000000000001,281,20,8,2,4,4.0,0.23916292974588937,0.05829596412556054,0.007473841554559043,0.03587443946188341,0.0021496130696474634,0.0687593423019432,0.28101644245142005
Matt Clark,16,31,27,4,5,0,0,3,7,0,0,2,8,0.185,0.226,0.519,0.7440000000000001,14,1,0,0,2,2.0,0.18518518518518517,0.0,0.0,0.1111111111111111,0.0,0.07407407407407407,0.2962962962962963,Matt Clark,143,501,436,59,102,15,0,27,74,0,0,54,141,0.23399999999999999,0.325,0.45399999999999996,0.779,198,7,7,0,4,1.0,0.23394495412844038,0.034403669724770644,0.0,0.06192660550458716,0.0,0.12385321100917432,0.32339449541284404
Hector Luna,339,867,794,104,208,41,6,15,96,23,11,55,159,0.262,0.314,0.385,0.6990000000000001,306,14,8,3,7,1.0,0.2619647355163728,0.05163727959697733,0.007556675062972292,0.018891687657430732,0.006049447659126775,0.06926952141057935,0.20025188916876574,Hector Luna,413,1715,1535,222,474,82,10,39,218,29,2,156,279,0.309,0.374,0.451,0.826,693,39,12,0,12,7.0,0.3087947882736156,0.053420195439739415,0.006514657980456026,0.025407166123778503,0.012467755803955288,0.10162866449511401,0.18175895765472314
Brook Conrad,293,515,460,57,92,24,3,19,73,7,1,43,166,0.2,0.271,0.389,0.66,179,4,3,6,3,3.0,0.2,0.05217391304347826,0.006521739130434782,0.041304347826086954,0.001841136244082062,0.09347826086956522,0.36086956521739133,Brook Conrad,76,269,233,26,49,11,0,6,24,3,0,29,78,0.21,0.316,0.335,0.6509999999999999,78,3,7,0,0,2.0,0.21030042918454936,0.04721030042918455,0.0,0.02575107296137339,0.0012897678417884782,0.12446351931330472,0.33476394849785407
Kila Ka'aihue,126,465,411,45,91,19,1,15,46,1,1,49,95,0.221,0.305,0.382,0.687,157,14,1,2,2,2.0,0.22141119221411193,0.046228710462287104,0.0024330900243309003,0.0364963503649635,0.0002630194634402946,0.1192214111922141,0.23114355231143552,Kila Ka'aihue,154,600,512,56,132,20,0,25,85,0,0,77,150,0.258,0.358,0.44299999999999995,0.802,227,6,6,0,5,0.0,0.2578125,0.0390625,0.0,0.048828125,0.0,0.150390625,0.29296875
Fred Lewis,535,1763,1562,261,415,91,21,27,136,53,23,170,390,0.266,0.344,0.40299999999999997,0.747,629,23,21,3,7,10.0,0.26568501920614596,0.05825864276568502,0.013444302176696543,0.017285531370038413,0.013940031562335612,0.1088348271446863,0.2496798975672215,Fred Lewis,110,412,362,52,107,26,1,6,33,18,4,43,94,0.29600000000000004,0.374,0.423,0.7959999999999999,153,8,4,0,3,0.0,0.2955801104972376,0.0718232044198895,0.0027624309392265192,0.016574585635359115,0.007738607050730868,0.11878453038674033,0.2596685082872928
Nick Stavinoha,147,278,265,21,62,12,0,4,30,1,0,8,54,0.23399999999999999,0.256,0.325,0.581,86,9,1,1,3,1.0,0.2339622641509434,0.045283018867924525,0.0,0.01509433962264151,0.0002630194634402946,0.03018867924528302,0.2037735849056604,Nick Stavinoha,66,244,220,21,49,8,0,10,27,0,0,23,56,0.223,0.299,0.395,0.695,87,7,1,0,0,1.0,0.22272727272727272,0.03636363636363636,0.0,0.045454545454545456,0.0,0.10454545454545454,0.2545454545454545
Nyjer Morgan,598,2206,1953,288,550,74,27,12,136,120,51,145,352,0.282,0.34299999999999997,0.366,0.708,714,21,43,52,13,3.0,0.2816180235535074,0.03789042498719918,0.013824884792626729,0.006144393241167435,0.03156233561283535,0.0742447516641065,0.18023553507424475,Nyjer Morgan,124,493,426,62,125,17,2,11,55,5,3,35,95,0.293,0.369,0.42,0.789,179,4,18,11,3,1.0,0.2934272300469484,0.03990610328638498,0.004694835680751174,0.025821596244131457,0.0021496130696474634,0.08215962441314555,0.22300469483568075
Jose Lopez,1036,4089,3841,421,1005,215,11,92,480,25,17,150,471,0.262,0.292,0.395,0.688,1518,113,31,33,34,13.0,0.26165061181983856,0.055975006508721684,0.002863837542306691,0.023952095808383235,0.006575486586007364,0.03905233012236397,0.12262431658422286,Jose Lopez,993,3924,3657,430,1001,200,2,198,588,3,2,205,561,0.27399999999999997,0.314,0.49200000000000005,0.8059999999999999,1799,105,22,8,32,12.0,0.27372162975116215,0.05468963631391851,0.0005468963631391851,0.054142739950779326,0.0012897678417884782,0.05605687722176648,0.15340442986054142
Alexis Gomez,89,170,158,20,41,6,2,1,11,4,0,10,33,0.259,0.308,0.342,0.649,54,2,1,1,0,0.0,0.25949367088607594,0.0379746835443038,0.012658227848101266,0.006329113924050633,0.0010520778537611783,0.06329113924050633,0.2088607594936709,Alexis Gomez,51,136,127,9,31,1,0,3,13,1,0,8,23,0.244,0.287,0.32299999999999995,0.61,41,8,0,0,1,0.0,0.2440944881889764,0.007874015748031496,0.0,0.023622047244094488,0.0004299226139294927,0.06299212598425197,0.18110236220472442
Anderson Hernandez,240,703,643,69,155,25,5,4,60,10,6,55,107,0.24100000000000002,0.3,0.314,0.614,202,17,0,3,2,2.0,0.2410575427682737,0.038880248833592534,0.007776049766718507,0.006220839813374806,0.0026301946344029457,0.08553654743390357,0.16640746500777606,Anderson Hernandez,288,1107,1010,113,266,53,3,21,116,8,5,71,225,0.263,0.31,0.384,0.6940000000000001,388,23,1,17,8,1.0,0.2633663366336634,0.05247524752475247,0.0029702970297029703,0.020792079207920793,0.0034393809114359416,0.0702970297029703,0.22277227722772278
Mauro Gomez,37,111,102,14,28,5,2,2,17,0,0,8,26,0.275,0.324,0.42200000000000004,0.746,43,4,0,0,1,0.0,0.27450980392156865,0.049019607843137254,0.0196078431372549,0.0196078431372549,0.0,0.0784313725490196,0.2549019607843137,Mauro Gomez,426,1775,1559,188,421,79,2,65,260,3,2,187,430,0.27,0.353,0.44799999999999995,0.802,699,46,19,0,10,4.0,0.27004490057729313,0.05067350865939705,0.0012828736369467607,0.04169339320076972,0.0012897678417884782,0.11994868505452214,0.2758178319435536
Jesus Guzman,403,1114,1007,108,249,61,4,25,136,18,5,97,248,0.247,0.316,0.39,0.706,393,18,5,2,3,6.0,0.24726911618669314,0.0605759682224429,0.003972194637537239,0.024826216484607744,0.004734350341925302,0.09632571996027806,0.24627606752730885,Jesus Guzman,78,287,251,30,63,12,2,10,33,3,1,32,62,0.251,0.341,0.434,0.7759999999999999,109,5,3,0,1,0.0,0.250996015936255,0.04780876494023904,0.00796812749003984,0.0398406374501992,0.0012897678417884782,0.12749003984063745,0.24701195219123506
Nate Schierholtz,799,2275,2090,238,529,118,22,52,228,30,22,134,408,0.253,0.302,0.405,0.7070000000000001,847,27,23,3,25,16.0,0.25311004784688995,0.05645933014354067,0.010526315789473684,0.024880382775119617,0.007890583903208837,0.06411483253588517,0.19521531100478468,Nate Schierholtz,87,333,308,40,86,16,1,14,40,3,3,21,82,0.27899999999999997,0.33299999999999996,0.474,0.807,146,1,4,0,0,0.0,0.2792207792207792,0.05194805194805195,0.003246753246753247,0.045454545454545456,0.0012897678417884782,0.06818181818181818,0.2662337662337662
Alex Castellanos,24,43,41,5,7,1,1,2,4,0,0,0,13,0.171,0.18600000000000003,0.39,0.5760000000000001,16,0,1,0,1,0.0,0.17073170731707318,0.024390243902439025,0.024390243902439025,0.04878048780487805,0.0,0.0,0.3170731707317073,Alex Castellanos,19,61,55,8,11,3,0,1,7,1,0,5,27,0.2,0.262,0.309,0.5710000000000001,17,0,0,0,1,0.0,0.2,0.05454545454545454,0.0,0.01818181818181818,0.0004299226139294927,0.09090909090909091,0.4909090909090909
Juan Francsico,404,1091,996,110,235,50,4,48,152,2,6,81,375,0.23600000000000002,0.297,0.439,0.736,437,17,8,0,6,6.0,0.2359437751004016,0.050200803212851405,0.004016064257028112,0.04819277108433735,0.0005260389268805891,0.08132530120481928,0.37650602409638556,Juan Francsico,27,101,91,12,25,3,0,5,23,0,0,9,40,0.275,0.34700000000000003,0.473,0.8190000000000001,43,0,1,0,0,0.0,0.27472527472527475,0.03296703296703297,0.0,0.054945054945054944,0.0,0.0989010989010989,0.43956043956043955
Dayan Viciedo,483,1798,1675,200,425,73,7,66,211,2,3,95,388,0.254,0.298,0.424,0.722,710,57,16,0,12,3.0,0.2537313432835821,0.04358208955223881,0.00417910447761194,0.03940298507462687,0.0005260389268805891,0.056716417910447764,0.2316417910447761,Dayan Viciedo,696,2896,2584,342,761,143,3,117,454,14,9,228,367,0.295,0.361,0.488,0.8490000000000001,1261,97,57,0,27,24.0,0.2945046439628483,0.055340557275541796,0.0011609907120743034,0.045278637770897835,0.0060189165950128975,0.08823529411764706,0.14202786377708979
Matt Hague,43,91,84,6,19,3,0,0,7,1,0,5,19,0.226,0.28600000000000003,0.262,0.5479999999999999,22,2,2,0,0,1.0,0.2261904761904762,0.03571428571428571,0.0,0.0,0.0002630194634402946,0.05952380952380952,0.2261904761904762,Matt Hague,65,250,213,22,61,12,0,4,23,1,1,31,29,0.28600000000000003,0.384,0.39899999999999997,0.7829999999999999,85,7,4,0,2,0.0,0.2863849765258216,0.056338028169014086,0.0,0.018779342723004695,0.0004299226139294927,0.14553990610328638,0.13615023474178403
Elian Herrera,223,639,586,69,148,35,2,8,55,11,4,44,160,0.253,0.306,0.36,0.6659999999999999,211,10,2,4,3,2.0,0.2525597269624573,0.059726962457337884,0.0034129692832764505,0.013651877133105802,0.0028932140978432403,0.07508532423208192,0.27303754266211605,Elian Herrera,104,336,313,39,70,13,2,6,34,2,1,19,79,0.22399999999999998,0.27,0.335,0.606,105,5,1,3,0,0.0,0.22364217252396165,0.04153354632587859,0.006389776357827476,0.019169329073482427,0.0008598452278589854,0.06070287539936102,0.2523961661341853
Garrett Jones,911,3227,2924,347,734,178,12,122,400,28,10,265,680,0.251,0.312,0.445,0.757,1302,57,7,0,31,18.0,0.25102599179206564,0.06087551299589603,0.004103967168262654,0.041723666210670314,0.007364544976328248,0.09062927496580027,0.23255813953488372,Garrett Jones,192,692,619,83,162,30,1,39,116,2,1,67,150,0.262,0.33799999999999997,0.502,0.841,311,13,5,0,1,0.0,0.2617124394184168,0.048465266558966075,0.0016155088852988692,0.0630048465266559,0.0008598452278589854,0.10823909531502424,0.24232633279483037
Alex Guerrero,117,243,232,25,52,9,1,11,36,1,0,7,63,0.22399999999999998,0.251,0.414,0.665,96,7,2,0,2,0.0,0.22413793103448276,0.03879310344827586,0.004310344827586207,0.04741379310344827,0.0002630194634402946,0.03017241379310345,0.27155172413793105,Alex Guerrero,313,1166,1043,134,269,55,5,71,180,4,3,93,219,0.258,0.332,0.524,0.857,547,26,25,1,4,2.0,0.2579098753595398,0.052732502396931925,0.004793863854266539,0.06807286673058485,0.0017196904557179708,0.08916586768935762,0.2099712368168744
Eric Campbell,200,517,449,54,100,18,0,7,44,9,3,54,117,0.223,0.312,0.31,0.622,139,18,7,1,6,2.0,0.22271714922049,0.0400890868596882,0.0,0.015590200445434299,0.002367175170962651,0.12026726057906459,0.26057906458797325,Eric Campbell,95,337,271,45,77,21,0,5,36,4,0,62,61,0.284,0.415,0.41700000000000004,0.8320000000000001,113,12,1,0,3,0.0,0.28413284132841327,0.07749077490774908,0.0,0.01845018450184502,0.0017196904557179708,0.22878228782287824,0.22509225092250923
Jason Rogers,117,212,186,24,48,7,3,4,18,0,0,23,44,0.258,0.349,0.392,0.742,73,3,3,0,0,0.0,0.25806451612903225,0.03763440860215054,0.016129032258064516,0.021505376344086023,0.0,0.12365591397849462,0.23655913978494625,Jason Rogers,40,140,123,15,31,7,0,5,23,0,0,15,26,0.252,0.32899999999999996,0.431,0.759,53,6,0,0,2,0.0,0.25203252032520324,0.056910569105691054,0.0,0.04065040650406504,0.0,0.12195121951219512,0.21138211382113822
Carlos Rivero,4,8,7,1,4,2,0,1,3,0,0,1,0,0.5710000000000001,0.625,1.286,1.911,9,0,0,0,0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,0.0,0.14285714285714285,0.0,Carlos Rivero,56,217,208,13,44,10,0,7,22,0,0,8,53,0.212,0.24,0.361,0.6,75,5,0,0,1,1.0,0.21153846153846154,0.04807692307692308,0.0,0.03365384615384615,0.0,0.038461538461538464,0.2548076923076923
Casey McGehee,850,3086,2798,285,721,141,6,67,380,7,10,249,517,0.258,0.317,0.384,0.701,1075,115,8,0,31,14.0,0.2576840600428878,0.05039313795568263,0.002144388849177984,0.02394567548248749,0.001841136244082062,0.08899213724088635,0.1847748391708363,Casey McGehee,415,1723,1535,210,457,106,1,67,254,8,4,169,318,0.298,0.366,0.499,0.865,766,44,4,0,15,8.0,0.2977198697068404,0.06905537459283388,0.0006514657980456026,0.04364820846905537,0.0034393809114359416,0.11009771986970684,0.20716612377850163
Zoilo Almonte,47,149,142,11,30,4,0,2,12,4,1,6,33,0.21100000000000002,0.242,0.282,0.523,40,3,0,0,1,0.0,0.2112676056338028,0.028169014084507043,0.0,0.014084507042253521,0.0010520778537611783,0.04225352112676056,0.2323943661971831,Zoilo Almonte,243,967,876,107,277,54,0,31,131,2,2,82,174,0.316,0.375,0.484,0.8590000000000001,424,31,4,0,5,4.0,0.3162100456621005,0.06164383561643835,0.0,0.03538812785388128,0.0008598452278589854,0.09360730593607305,0.19863013698630136
Steven Moya,51,133,124,12,31,4,3,5,11,0,1,8,50,0.25,0.293,0.452,0.745,56,0,0,0,1,0.0,0.25,0.03225806451612903,0.024193548387096774,0.04032258064516129,0.0,0.06451612903225806,0.4032258064516129,Steven Moya,240,815,766,68,191,26,3,34,119,0,1,41,184,0.249,0.29,0.424,0.7140000000000001,325,24,4,0,4,4.0,0.24934725848563968,0.033942558746736295,0.0039164490861618795,0.044386422976501305,0.0,0.05352480417754569,0.2402088772845953
Efren Navarro,157,355,323,36,78,16,2,3,22,2,6,29,70,0.24100000000000002,0.304,0.331,0.635,107,7,0,3,0,4.0,0.24148606811145512,0.04953560371517028,0.006191950464396285,0.009287925696594427,0.0005260389268805891,0.08978328173374613,0.21671826625386997,Efren Navarro,81,270,246,19,65,13,0,3,27,0,0,22,64,0.264,0.326,0.354,0.68,87,7,1,0,1,0.0,0.26422764227642276,0.052845528455284556,0.0,0.012195121951219513,0.0,0.08943089430894309,0.2601626016260163
Wilin Rosario,447,1601,1512,204,413,83,3,71,241,11,7,73,354,0.273,0.306,0.473,0.779,715,43,3,1,12,9.0,0.27314814814814814,0.05489417989417989,0.001984126984126984,0.046957671957671955,0.0028932140978432403,0.04828042328042328,0.23412698412698413,Wilin Rosario,75,302,281,28,68,13,0,8,40,0,1,17,71,0.242,0.285,0.374,0.6579999999999999,105,12,1,0,3,0.0,0.24199288256227758,0.046263345195729534,0.0,0.028469750889679714,0.0,0.060498220640569395,0.2526690391459075
Jefry Marte,256,728,659,85,146,30,1,30,91,4,3,52,156,0.222,0.28800000000000003,0.40700000000000003,0.695,268,18,11,2,4,0.0,0.22154779969650987,0.04552352048558422,0.0015174506828528073,0.04552352048558422,0.0010520778537611783,0.07890743550834597,0.23672230652503792,Jefry Marte,229,918,779,91,216,40,2,33,117,1,2,119,145,0.27699999999999997,0.377,0.461,0.838,359,34,11,0,9,2.0,0.2772785622593068,0.051347881899871634,0.0025673940949935813,0.04236200256739409,0.0004299226139294927,0.1527599486521181,0.18613607188703465
Yangervis Solarte,670,2645,2407,282,620,124,6,75,307,6,5,189,326,0.258,0.315,0.408,0.723,981,78,23,7,19,8.0,0.2575820523473203,0.05151641046946406,0.0024927295388450354,0.03115911923556294,0.0015781167806417674,0.0785209804736186,0.1354383049439136,Yangervis Solarte,27,106,94,9,22,7,0,5,13,0,0,10,16,0.23399999999999999,0.302,0.46799999999999997,0.77,44,4,0,0,2,0.0,0.23404255319148937,0.07446808510638298,0.0,0.05319148936170213,0.0,0.10638297872340426,0.1702127659574468
Christian Villanueva,122,416,383,47,94,16,0,24,53,3,0,23,114,0.245,0.303,0.475,0.778,182,12,9,0,1,0.0,0.2454308093994778,0.04177545691906005,0.0,0.06266318537859007,0.0007890583903208837,0.06005221932114883,0.29765013054830286,Christian Villanueva,127,431,370,35,82,12,0,12,43,3,2,47,91,0.222,0.32299999999999995,0.35100000000000003,0.675,130,6,10,1,3,0.0,0.22162162162162163,0.032432432432432434,0.0,0.032432432432432434,0.0012897678417884782,0.12702702702702703,0.24594594594594596
Moises Sierra,207,509,469,51,110,27,3,9,41,6,2,32,136,0.235,0.287,0.36200000000000004,0.649,170,6,4,0,4,1.0,0.2345415778251599,0.057569296375266525,0.006396588486140725,0.019189765458422176,0.0015781167806417674,0.06823027718550106,0.2899786780383795,Moises Sierra,69,241,202,20,52,8,0,4,18,2,0,28,55,0.257,0.373,0.35600000000000004,0.73,72,10,10,0,1,0.0,0.25742574257425743,0.039603960396039604,0.0,0.019801980198019802,0.0008598452278589854,0.13861386138613863,0.2722772277227723
Justin Bour,559,1950,1714,206,433,71,2,92,303,3,0,218,447,0.253,0.337,0.457,0.794,784,54,6,0,12,26.0,0.2526254375729288,0.041423570595099185,0.0011668611435239206,0.05367561260210035,0.0007890583903208837,0.12718786464410736,0.26079346557759625,Justin Bour,99,379,329,27,80,8,0,17,45,1,1,45,88,0.243,0.33799999999999997,0.42200000000000004,0.76,139,13,3,0,2,5.0,0.24316109422492402,0.0243161094224924,0.0,0.05167173252279635,0.0004299226139294927,0.13677811550151975,0.2674772036474164
Jerry Sands,156,464,420,36,100,22,1,10,57,3,3,38,126,0.23800000000000002,0.303,0.36700000000000005,0.67,154,10,2,2,2,0.0,0.23809523809523808,0.05238095238095238,0.002380952380952381,0.023809523809523808,0.0007890583903208837,0.09047619047619047,0.3,Jerry Sands,219,864,746,94,195,36,1,39,127,3,2,110,187,0.261,0.358,0.469,0.8270000000000001,350,22,4,0,4,7.0,0.2613941018766756,0.04825737265415549,0.0013404825737265416,0.05227882037533512,0.0012897678417884782,0.14745308310991956,0.25067024128686327
Jose Pirela,302,985,909,113,234,55,8,17,82,11,7,63,196,0.257,0.308,0.392,0.6990000000000001,356,24,5,3,5,1.0,0.25742574257425743,0.06050605060506051,0.0088008800880088,0.0187018701870187,0.0028932140978432403,0.06930693069306931,0.2156215621562156,Jose Pirela,99,337,316,47,84,9,2,11,34,2,3,19,53,0.266,0.312,0.41100000000000003,0.723,130,4,2,0,0,2.0,0.26582278481012656,0.028481012658227847,0.006329113924050633,0.03481012658227848,0.0008598452278589854,0.060126582278481014,0.16772151898734178
Alcides Escobar,1494,5962,5545,646,1431,238,56,43,460,176,44,241,814,0.258,0.294,0.344,0.638,1910,112,55,87,34,17.0,0.2580703336339044,0.04292155094679892,0.010099188458070334,0.00775473399458972,0.046291425565491845,0.04346257889990983,0.14679891794409378,Alcides Escobar,104,402,377,27,103,14,2,1,30,6,7,13,52,0.273,0.312,0.32899999999999996,0.6409999999999999,124,9,9,1,2,6.0,0.27320954907161804,0.03713527851458886,0.005305039787798408,0.002652519893899204,0.0025795356835769563,0.034482758620689655,0.13793103448275862
Gerardo Parra,1517,5288,4856,633,1334,269,42,90,532,97,55,318,920,0.275,0.322,0.40299999999999997,0.725,1957,113,40,35,39,49.0,0.27471169686985175,0.055395387149917624,0.008649093904448105,0.018533772652388796,0.025512887953708575,0.06548599670510709,0.18945634266886327,Gerardo Parra,55,178,169,17,46,4,1,4,14,0,2,9,39,0.272,0.309,0.379,0.688,64,8,0,0,0,1.0,0.27218934911242604,0.023668639053254437,0.005917159763313609,0.023668639053254437,0.0,0.05325443786982249,0.23076923076923078
